,pattern,sup
516,"['time', 'check']",2.1762256310734297e-05
517,"['time', 'order']",2.5602654483216818e-05
518,"['time', 'pm']",2.1762256310734297e-05
519,"['time', 'link']",1.7921858138251773e-05
520,"['time', 'find']",2.432252175905598e-05
521,"['time', 'watch']",1.6641725414090934e-05
522,"['time', 'top']",1.7921858138251773e-05
523,"['time', 'amp']",1.7921858138251773e-05
524,"['time', 'coming']",2.1762256310734297e-05
525,"['time', 'zelda']",1.536159268993009e-05
526,"['time', 'nintendoswitch']",3.200331810402103e-05
527,"['time', 'learn']",2.3042389034895136e-05
528,"['time', 'battle']",1.6641725414090934e-05
529,"['time', 'many']",1.6641725414090934e-05
530,"['time', 'show']",1.536159268993009e-05
531,"['time', 'longer']",2.432252175905598e-05
532,"['time', 'longer', 'us']",9.040475565176631e-07
533,"['time', 'information']",1.7921858138251773e-05
534,"['time', 'call']",1.536159268993009e-05
535,"['time', 'may']",1.536159268993009e-05
536,"['time', 'also']",2.8162919931538503e-05
537,"['time', 'year']",2.688278720737766e-05
538,"['time', 'release']",1.536159268993009e-05
539,"['time', 'frame']",1.6641725414090934e-05
540,"['time', 'swatchlovesart']",2.3042389034895136e-05
541,"['time', 'keithharing']",2.0482123586573455e-05
542,"['time', 'keithharing', 'mickeymouse']",9.040475565176631e-07
543,"['time', 'keithharing', 'swatchlovesart']",9.040475565176631e-07
544,"['time', 'mickeymouse']",2.0482123586573455e-05
545,"['time', 'mickeymouse', 'swatchlovesart']",9.040475565176631e-07
546,['add'],0.007100046104195482
547,"['add', 'one']",1.9201990862412615e-05
548,['animal'],0.005440295066851083
549,"['animal', 'horizons']",6.144637075972036e-05
550,"['animal', 'horizons', 'island']",7.910416119529551e-07
551,"['animal', 'crossing']",7.040729982884626e-05
552,"['animal', 'crossing', 'horizons']",2.712142669552989e-06
553,"['animal', 'crossing', 'island']",9.60550528800017e-07
554,"['animal', 'crossing', 'new']",2.768645641835343e-06
555,"['animal', 'island']",2.1762256310734297e-05
556,"['animal', 'new']",6.272650348388121e-05
557,"['animal', 'new', 'horizons']",2.712142669552989e-06
558,"['animal', 'new', 'island']",7.910416119529551e-07
559,['crossing'],0.00516366989396035
560,"['crossing', 'horizons']",6.144637075972036e-05
561,"['crossing', 'horizons', 'island']",7.910416119529551e-07
562,"['crossing', 'island']",2.1762256310734297e-05
563,"['crossing', 'new']",6.272650348388121e-05
564,"['crossing', 'new', 'horizons']",2.712142669552989e-06
565,"['crossing', 'new', 'island']",7.910416119529551e-07
566,['island'],0.008575380359612726
567,"['island', 'new']",1.536159268993009e-05
568,['scan'],0.0030428769017980637
569,"['scan', 'utility']",1.536159268993009e-05
570,['codes'],0.001475334255417243
571,['app'],0.007745504840940526
572,"['app', 'app']",1.7921858138251773e-05
573,['collection'],0.009681881051175657
574,"['collection', 'available']",2.9443052655699343e-05
575,['acnh'],0.002305209774089442
576,['always'],0.010880590133702166
577,['new'],0.07339787920700784
578,"['new', 'fun']",1.536159268993009e-05
579,"['new', 'get']",7.296756527716794e-05
580,"['new', 'fans']",1.536159268993009e-05
581,"['new', 'plus']",2.3042389034895136e-05
582,"['new', 'like']",2.3042389034895136e-05
583,"['new', 'course']",2.5602654483216818e-05
