,pattern,sup
282,"['able', 'look']",5.536429707475187e-05
283,"['able', 'take']",3.01987074953192e-05
284,"['able', 'take', 'look']",9.658205756483795e-07
285,"['able', 'advise']",1.50993537476596e-05
286,"['able', 'contact']",1.88741921845745e-05
287,"['able', 'details']",2.5165589579432666e-05
288,"['able', 'website']",1.50993537476596e-05
289,"['able', 'would']",2.3907310100461033e-05
290,"['able', 'assist']",5.7880856032695136e-05
291,"['able', 'send']",2.8940428016347568e-05
292,"['able', 'send', 'us']",8.641552518959185e-07
293,"['able', 'heul']",2.7682148537375935e-05
294,"['able', 'booking']",2.8940428016347568e-05
295,['find'],0.012100757326308857
296,['info'],0.00675008231807705
297,"['info', 'thanks']",2.26490306214894e-05
298,['contacted'],0.0030457688508396443
299,['development'],0.0010701350016463615
300,['team'],0.04897925584458347
301,"['team', 'becca']",3.7748384369149e-05
302,"['team', 'best']",1.7615912705602868e-05
303,"['team', 'wishes']",1.7615912705602868e-05
304,"['team', 'steve']",1.50993537476596e-05
305,"['team', 'able']",3.01987074953192e-05
306,"['team', 'team']",3.1456986974290834e-05
307,"['team', 'get']",2.64238690584043e-05
308,"['team', 'answer']",3.271526645326247e-05
309,"['team', 'answer', 'customers']",9.658205756483795e-07
310,"['team', 'answer', 'becca']",9.14987913772149e-07
311,"['team', 'soon']",3.01987074953192e-05
312,"['team', 'touch']",2.8940428016347568e-05
313,"['team', 'regards']",3.900666384812063e-05
314,"['team', 'please']",4.403978176400717e-05
315,"['team', 'please', 'us']",1.01665323752461e-06
316,"['team', 'please', 'dm']",9.658205756483795e-07
317,"['team', 'us']",9.562924040184413e-05
318,"['team', 'us', 'regards']",7.11657266267227e-07
319,"['team', 'us', 'know']",6.608246043909965e-07
320,"['team', 'us', 'email']",6.09991942514766e-07
321,"['team', 'us', 'dm']",6.09991942514766e-07
322,"['team', 'us', 'page']",1.1691512231533015e-06
323,"['team', 'know']",8.30464456121278e-05
324,"['team', 'know', 'thanks']",6.608246043909965e-07
325,"['team', 'know', 'love']",6.608246043909965e-07
326,"['team', 'know', 'like']",7.624899281434575e-07
327,"['team', 'know', 'see']",1.321649208781993e-06
328,"['team', 'order']",1.50993537476596e-05
329,"['team', 'number']",1.7615912705602868e-05
330,"['team', 'email']",3.1456986974290834e-05
331,"['team', 'thanks']",0.00012582794789716334
332,"['team', 'thanks', 'chris']",1.1691512231533015e-06
333,"['team', 'thanks', 'brendan']",7.624899281434575e-07
334,"['team', 'thanks', 'sarah']",9.14987913772149e-07
335,"['team', 'rebecca']",2.7682148537375935e-05
336,"['team', 'emma']",1.6357633226631235e-05
337,"['team', 'via']",3.271526645326247e-05
338,"['team', 'via', 'using']",6.608246043909965e-07
339,"['team', 'via', 'phone']",7.11657266267227e-07
340,"['team', 'via', 'page']",6.608246043909965e-07
341,"['team', 'via', 'regards']",6.608246043909965e-07
342,"['team', 'via', 'us']",7.11657266267227e-07
343,"['team', 'via', 'contact']",6.608246043909965e-07
344,"['team', 'need']",1.50993537476596e-05
345,"['team', 'help']",3.7748384369149e-05
346,"['team', 'store']",2.3907310100461033e-05
347,"['team', 'dm']",4.7814620200922066e-05
348,"['team', 'dm', 'us']",8.13322590019688e-07
349,"['team', 'look']",4.15232228060639e-05
350,"['team', 'back']",4.52980612429788e-05
351,"['team', 'online']",2.26490306214894e-05
352,"['team', 'pm']",2.3907310100461033e-05
353,"['team', 'make']",2.64238690584043e-05
354,"['team', 'make', 'sure']",7.11657266267227e-07
355,"['team', 'sure']",2.8940428016347568e-05
356,"['team', 'meantime']",1.88741921845745e-05
357,"['team', 'dyson']",3.271526645326247e-05
358,"['team', 'dyson', 'india']",1.01665323752461e-06
359,"['team', 'india']",2.5165589579432666e-05
360,"['team', 'love']",2.5165589579432666e-05
361,"['team', 'love', 'see']",6.09991942514766e-07
362,"['team', 'like']",2.5165589579432666e-05
363,"['team', 'like', 'see']",6.09991942514766e-07
364,"['team', 'take']",3.900666384812063e-05
365,"['team', 'next']",1.6357633226631235e-05
366,"['team', 'time']",1.50993537476596e-05
367,"['team', 'brendan']",1.88741921845745e-05
368,"['team', 'happy']",2.26490306214894e-05
369,"['team', 'year']",1.50993537476596e-05
370,"['team', 'contact']",6.03974149906384e-05
371,"['team', 'contact', 'page']",1.1691512231533015e-06
372,"['team', 'contact', 'regards']",6.608246043909965e-07
373,"['team', 'contact', 'us']",1.2708165469057625e-06
374,"['team', 'see']",4.15232228060639e-05
375,"['team', 'sarah']",2.26490306214894e-05
376,"['team', 'check']",1.50993537476596e-05
377,"['team', 'call']",2.7682148537375935e-05
378,"['team', 'new']",2.1390751142517767e-05
379,"['team', 'review']",1.7615912705602868e-05
380,"['team', 'conor']",1.7615912705602868e-05
381,"['team', 'phone']",2.26490306214894e-05
382,"['team', 'phone', 'using']",6.608246043909965e-07
383,"['team', 'phone', 'page']",6.608246043909965e-07
384,"['team', 'phone', 'regards']",6.608246043909965e-07
385,"['team', 'phone', 'us']",6.608246043909965e-07
386,"['team', 'phone', 'contact']",6.608246043909965e-07
387,"['team', 'would']",3.1456986974290834e-05
388,"['team', 'jake']",1.6357633226631235e-05
389,"['team', 'quickly']",3.01987074953192e-05
390,"['team', 'quickly', 'customers']",9.14987913772149e-07
391,"['team', 'quickly', 'answer']",1.01665323752461e-06
392,"['team', 'quickly', 'becca']",9.14987913772149e-07
393,"['team', 'keep']",2.64238690584043e-05
394,"['team', 'jess']",1.7615912705602868e-05
395,"['team', 'possible']",2.5165589579432666e-05
396,"['team', 'always']",2.3907310100461033e-05
397,"['team', 'assist']",1.6357633226631235e-05
398,"['team', 'send']",2.64238690584043e-05
399,"['team', 'send', 'us']",7.624899281434575e-07
400,"['team', 'page']",3.01987074953192e-05
401,"['team', 'page', 'regards']",6.608246043909965e-07
402,"['team', 'aware']",1.88741921845745e-05
403,"['team', 'booking']",2.1390751142517767e-05
404,"['team', 'options']",2.0132471663546134e-05
405,"['team', 'charlotte']",2.3907310100461033e-05
406,"['team', 'looked']",1.88741921845745e-05
407,"['team', 'using']",2.5165589579432666e-05
408,"['team', 'using', 'regards']",6.608246043909965e-07
409,"['team', 'using', 'us']",9.14987913772149e-07
410,"['team', 'using', 'contact']",8.641552518959185e-07
411,"['team', 'using', 'page']",8.641552518959185e-07
412,"['team', 'kyle']",1.6357633226631235e-05
413,"['team', 'product']",1.50993537476596e-05
414,"['team', 'customers']",3.1456986974290834e-05
415,"['team', 'customers', 'becca']",9.14987913772149e-07
416,"['team', 'chris']",4.2781502285035534e-05
417,"['team', 'future']",4.52980612429788e-05
418,"['team', 'future', 'chris']",7.11657266267227e-07
419,"['team', 'future', 'thanks']",1.3724818706582235e-06
420,"['team', 'working']",5.158945863783697e-05
421,"['team', 'working', 'becca']",1.01665323752461e-06
422,"['team', 'working', 'answer']",1.1691512231533015e-06
423,"['team', 'working', 'quickly']",1.118318561277071e-06
424,"['team', 'working', 'customers']",1.0674858994008405e-06
425,['get'],0.044287125452749425
426,"['get', 'hands']",1.6357633226631235e-05
427,"['get', 'team']",2.1390751142517767e-05
428,"['get', 'get']",2.3907310100461033e-05
429,"['get', 'soon']",6.920537134343983e-05
430,"['get', 'soon', 'nicola']",6.09991942514766e-07
431,"['get', 'soon', 'thanks']",1.626645180039376e-06
432,"['get', 'one']",2.3907310100461033e-05
433,"['get', 'touch']",4.403978176400717e-05
434,"['get', 'please']",7.801332769624126e-05
435,"['get', 'please', 'us']",1.1691512231533015e-06
436,"['get', 'please', 'number']",1.423314532534454e-06
437,"['get', 'please', 'email']",9.14987913772149e-07
438,"['get', 'please', 'postal']",6.09991942514766e-07
439,"['get', 'please', 'address']",1.423314532534454e-06
440,"['get', 'please', 'thanks']",7.11657266267227e-07
441,"['get', 'please', 'dm']",1.8808084894205284e-06
442,"['get', 'please', 'send']",7.624899281434575e-07
443,"['get', 'please', 'full']",6.608246043909965e-07
444,"['get', 'please', 'name']",6.09991942514766e-07
445,"['get', 'us']",6.291397394858167e-05
446,"['get', 'us', 'number']",6.09991942514766e-07
447,"['get', 'us', 'email']",6.608246043909965e-07
448,"['get', 'us', 'address']",6.608246043909965e-07
449,"['get', 'us', 'dm']",8.641552518959185e-07
450,"['get', 'us', 'full']",6.09991942514766e-07
451,"['get', 'know']",1.88741921845745e-05
452,"['get', 'order']",3.01987074953192e-05
453,"['get', 'number']",4.2781502285035534e-05
454,"['get', 'number', 'address']",6.608246043909965e-07
455,"['get', 'email']",3.1456986974290834e-05
456,"['get', 'email', 'address']",8.641552518959185e-07
457,"['get', 'postal']",1.7615912705602868e-05
458,"['get', 'postal', 'number']",6.09991942514766e-07
459,"['get', 'postal', 'address']",6.608246043909965e-07
460,"['get', 'address']",4.2781502285035534e-05
461,"['get', 'address', 'number']",1.01665323752461e-06
462,"['get', 'thanks']",0.00011953655050230517
463,"['get', 'thanks', 'kelly']",6.09991942514766e-07
464,"['get', 'via']",1.88741921845745e-05
465,"['get', 'need']",2.64238690584043e-05
466,"['get', 'help']",4.15232228060639e-05
467,"['get', 'store']",2.26490306214894e-05
468,"['get', 'dm']",7.5496768738298e-05
469,"['get', 'dm', 'us']",6.09991942514766e-07
470,"['get', 'dm', 'number']",1.219983885029532e-06
471,"['get', 'dm', 'email']",9.14987913772149e-07
472,"['get', 'dm', 'postal']",6.09991942514766e-07
473,"['get', 'dm', 'address']",1.423314532534454e-06
474,"['get', 'dm', 'thanks']",7.624899281434575e-07
475,"['get', 'dm', 'look']",6.09991942514766e-07
476,"['get', 'dm', 'full']",6.608246043909965e-07
477,"['get', 'dm', 'details']",6.09991942514766e-07
478,"['get', 'look']",3.900666384812063e-05
479,"['get', 'back']",0.00010317891727567394
480,"['get', 'back', 'nicola']",7.624899281434575e-07
481,"['get', 'back', 'soon']",2.236637122554142e-06
